"year_month","region","climate","epoch","antigen_drift","inter_air_traffic","persistence"
"2021-06","Russia","most-other","pan2",0.321189691122623,0.854096804815927,0.270838438911829
"2021-07","Russia","most-other","pan2",0.312357841705955,0.951451662571731,0.343397013403711
"2021-08","Russia","most-other","pan2",0.304606502145507,1,0.414539293794727
"2021-09","Russia","most-other","pan2",0.296507172109189,0.864099280177745,0.481255851923551
"2021-10","Russia","most-other","pan2",0.270368344380509,0.762535150079949,0.539151534914123
"2021-11","Russia","most-other","pan2",0.249253221585814,0.630562143212006,0.587711150417887
"2021-12","Russia","most-other","pan2",0.234794765026743,0.646682662202452,0.632572720574645
"2022-01","Russia","most-other","pan2",0.217494194467201,0.632280662286005,0.436415041211825
"2022-02","Russia","most-other","pan2",0.205502454445501,0.54012996633207,0.226087726922671
"2022-03","Russia","most-other","pan2",0.194915103905227,0.513920756713132,-6.93889390390723e-18
"2022-04","Russia","most-other","pan2",0.195607363359485,0.5041491531057,0.0173657308246577
"2022-05","Russia","most-other","pan2",0.196334916769335,0.651318960496165,0.0541213757880297
"2022-06","Russia","most-other","pan2",0.200797744221641,0.810669307052606,0.103356858994012
"2022-07","Russia","most-other","pan2",0.205260571673947,0.956397410023954,0.14119354393129
"2022-08","Russia","most-other","pan2",0.209723399126253,0.970829151314274,0.164850148526065
"2022-09","Russia","most-other","pan2",0.214186226578559,0.895335129156834,0.187257341461639
"2022-10","Russia","most-other","pan2",0.225259152334274,0.710816752517399,0.218715113157087
"2022-11","Russia","most-other","pan2",0.241819769978075,0.560259437360327,0.226729050314722
"2022-12","Russia","most-other","pan2",0.252244211916952,0.548569573000665,0.198082183660789
"2023-01","Russia","most-other","pan2",0.250908760453524,0.537827150772911,0.111421996203405
"2023-02","Russia","most-other","pan2",0.243874621230068,0.481084659804394,0.0429958094876229
"2023-03","Russia","most-other","pan2",0.228077961029136,0.565284688018196,-6.93889390390723e-18
"2023-04","Russia","most-other","pan2",0.202532399244701,0.558573552789955,0.00349363433502897
"2023-05","Russia","most-other","post",0.169802211711637,0.668253027573494,0.0227946745826971
"2023-06","Russia","most-other","post",0.169364091275974,0.79760150285361,0.054259716453272
"2023-07","Russia","most-other","post",0.193594333287348,0.898339470818794,0.088640038595119
"2023-08","Russia","most-other","post",0.194046023015052,0.903646396589532,0.114698888617989
